id,xcenter,ycenter,sky_center,aperture_sum_nLb,aperture_sum_phot,aperture_sum_Hz
1,7002.3784155249505,9540.37978992895,"226.24152205914197,-20.04763714008411",8763099.131462224,19.332344168387237,95965756.45187424
2,6833.537349009701,9511.913561404828,"226.06299117111777,-20.07795806414327",14046870.766328834,30.988915687207758,153828977.47129932
3,6664.741249268608,9483.454928074796,"225.88439164733816,-20.10809949649218",14514217.390199326,32.01993286994851,158946946.76642442
4,6495.5490611387995,9457.64404745612,"225.70522657963375,-20.135441525442296",13809044.911185563,30.464246136538925,151224517.82177922
5,6326.832928350879,9429.198923591699,"225.52649303615982,-20.165222172484643",12846714.95687407,28.341242208225058,140685926.3216292
6,6155.517156415554,9400.315521199207,"225.34489712368176,-20.195283383692683",12487006.212949064,27.547685826673984,136746712.44360965
7,5986.869860219375,9371.882031013656,"225.16602658074572,-20.224699855514753",12629102.017448703,27.861164535092126,138302820.75219727
8,5818.252495940241,9343.453601161164,"224.98708880675017,-20.25393506376969",13679318.34910125,30.17805531427704,149803866.5800712
9,5601.809371422227,9309.676431800712,"224.75724503032544,-20.28850377065002",13882971.268422548,30.627335673674178,152034094.28411862
10,5433.2479872796,9281.257471176494,"224.5781572993436,-20.317323592446986",12660949.729321593,27.931424030924124,138651588.88950735
11,5264.7065333381215,9252.841884615933,"224.3990030934007,-20.34596105745609",13240273.96942664,29.209475942329508,144995838.57772365
12,5093.548952316435,9223.985241046781,"224.21698187212098,-20.374858971502142",12671004.424630694,27.95360577591043,138761699.07161936
13,4925.038599528983,9195.57492604111,"224.03769458257264,-20.403127819296795",12575410.345955044,27.74271490252267,137714836.77612257
14,4756.539227845683,9167.16647630305,"223.85834177440523,-20.43121325961943",12509567.45520008,27.59745836644785,136993783.33104712
15,4585.4151052262905,9138.31551625118,"223.67611970352598,-20.459549474451286",12818778.129384322,28.279610546195173,140379986.75131282
16,4416.928669447311,9109.90927545667,"223.4966356229369,-20.487264218837296",12717634.538889444,28.056476849709515,139272351.08195803
