id,xcenter,ycenter,sky_center,aperture_sum_nLb,aperture_sum_phot,aperture_sum_Hz
1,7016.444950994966,9534.148406534845,"226.2565323119659,-20.053646367023724",9121824.360883508,20.123730810603476,99894199.74383564
2,6847.516462804468,9506.205643866268,"226.07789887483068,-20.083464296757683",14122047.009229641,31.154762607257627,154652241.58242685
3,6678.632964770442,9478.270336886024,"225.89919788952983,-20.11310248956192",14461429.381917475,31.903476816130244,158368858.9152705
4,6509.361587110576,9452.983997502935,"225.7199408138544,-20.139939650421198",14227685.981354907,31.387813601669865,155809106.7186892
5,6340.55809763059,9425.06195187585,"225.54110800794393,-20.169216591077394",13262116.044510944,29.257661921575764,145235033.77870205
6,6169.153623081811,9396.709687403942,"225.3594124113941,-20.198765991112204",12387184.934117218,27.32746929268805,135653557.56890348
7,6000.419006036261,9368.79906185087,"225.18044483523343,-20.22767830043522",12596006.305795122,27.78815181680761,137940385.61863297
8,5831.714336505514,9340.893403738595,"225.00141114205425,-20.2564091293463",13758250.705137404,30.35218862602219,150668264.33957416
9,5615.167557856203,9307.787269228797,"224.77145450612372,-20.290329945988244",14054380.000879897,31.005481870541356,153911212.00536728
10,5446.51889767135,9279.890906573903,"224.59227342341515,-20.3186449217114",12669660.827150462,27.9506416545965,138746985.17341703
11,5277.89017810683,9251.997856099166,"224.4130269963486,-20.346777342065433",13185459.138126425,29.088548497788434,144395554.7430218
12,5106.643977013686,9223.671859408287,"224.23091327542468,-20.37516212282711",12865034.647457853,28.38165742641567,140886547.4647274
13,4938.046374907892,9195.783983876756,"224.05153605891746,-20.402925543265173",12711291.483431391,28.04248338354479,139202887.51591635
14,4769.4597596921085,9167.897939474622,"223.87209446950587,-20.430505375264122",12596552.186096903,27.789356087775044,137946363.61971533
15,4598.24703463136,9139.577522283684,"223.6897834078748,-20.45832790205126",12869884.038263246,28.392355706858524,140939653.72884575
16,4429.673362219502,9111.693646531989,"223.5102128701877,-20.48553669068583",12779561.414713487,28.1930942334391,139950519.7747917
