id,xcenter,ycenter,sky_center,aperture_sum_nLb,aperture_sum_phot,aperture_sum_Hz
1,7045.884982879583,9520.836462027535,"164.58752986730292,-38.416500688155246",2647216.762272578,5.840046400118466,28989990.330188066
2,6876.781151467859,9493.994321811006,"164.37366421056848,-38.44771243871243",5169915.530532005,11.40539264230117,56616369.076383
3,6707.722367232247,9467.159336287354,"164.15961493602032,-38.47853505758506",2873326.3064202024,6.338868501939153,31466143.243625954
4,6538.292970040715,9442.975732111674,"163.94478018495073,-38.50634930404939",3480258.001141167,7.67782544320228,38112725.50005612
5,6369.314298175746,9416.15347079563,"163.73037654114722,-38.5363900701866",3592112.7274260563,7.92458906335083,39337660.11047352
6,6197.731952778655,9388.917928494198,"163.51244067708944,-38.566499683962",4153975.1533468324,9.16411832465829,45490683.36360375
7,6028.82224619087,9362.1066227702,"163.29768020751726,-38.59575096540572",3754646.4011642397,8.283155921093842,41117585.99230982
8,5859.942528917919,9335.300081574533,"163.08274612150194,-38.624609408134425",3119473.6607944136,6.881896179649128,34161732.63577827
9,5643.188735709916,9303.604639302266,"162.80654754538097,-38.65838363886003",3657077.3858809886,8.06790812401549,40049095.927612886
10,5474.365110567383,9276.807010743138,"162.59123200095385,-38.686342131422585",4146938.0982625354,9.148593820281398,45413619.723876856
11,5305.561457729162,9250.012556695208,"162.37574936804697,-38.71390551720592",2670231.306728423,5.890818973568152,29242025.3847923
12,5134.137619362571,9222.802201091967,"162.1567309518116,-38.741494450414415",4180163.5926019936,9.221892853203329,45777476.123301335
13,4965.365138683988,9196.01270366745,"161.94091790401666,-38.768259347544586",5500450.879268783,12.134589359779252,60236101.5819442
14,4796.60366754333,9169.224958079376,"161.72494418630123,-38.794627062379604",3865022.734566079,8.52665804669549,42326330.543796405
15,4625.2133743947525,9142.019940255308,"161.5054334715507,-38.820999564118786",3010069.725245486,6.640539268848666,32963636.930564784
16,4456.464882422808,9115.234263488885,"161.28914224776307,-38.84656470747224",3269310.1374603,7.212451647803473,35802609.97969644
17,4240.258319500698,9080.91550906996,"161.01179400657455,-38.87873661278905",2879609.7883864483,6.352730542539742,31534954.413167283
