id,xcenter,ycenter,sky_center,aperture_sum
1611,7086.262579814538,2496.399217743074,"165.7247363307304,-62.113670240942106",7418003.700451797
1612,6916.838306812853,2518.1495390029163,"165.3611440335907,-62.103172522271024",4453232.483454835
1613,6747.453055275401,2539.894832456124,"164.99781482338142,-62.09172140741589",6542847.613031704
1614,6575.457760482105,2561.97517858284,"164.6291004870319,-62.0791167074101",7700075.600587836
1615,6405.80549766408,2581.066109035758,"164.26590816328954,-62.06840034572576",6329440.301856079
1616,6236.51930740649,2602.798630693279,"163.9034762960737,-62.05408064400473",6263177.834896272
1617,6019.660338241502,2630.638395455007,"163.4396289071879,-62.03434803540502",6291751.5227964
1618,5847.787264887309,2652.702971886923,"163.07238706918707,-62.01760258317123",9293275.691926423
1619,5678.578575498777,2674.425483830997,"162.71120095946242,-62.000162902260286",7854907.055305522
1620,5506.743408531299,2696.485156473893,"162.34480587528333,-61.9814858378506",5629640.856849886
1621,5337.566053160737,2718.203608952114,"161.98449741093205,-61.96214796895333",4629149.105898049
1622,5165.756629298032,2740.2599393013656,"161.61903792574765,-61.94154701307479",5519403.019533569
1623,4996.598417303954,2761.9758973180665,"161.25969338899037,-61.92031890358926",11339868.51430709
1624,4824.802248278647,2784.030488582886,"160.89525612424188,-61.89780248582894",6120652.300789815
1625,4608.077250844981,2811.852858750883,"160.4362881934091,-61.86802555113991",10704170.684414944
1626,4436.2811743751,2833.907395432609,"160.07311972049192,-61.84333762692876",5162336.365330926
1627,4267.123133494631,2855.623252540214,"159.71612024799646,-61.81809533073754",10289851.06540509
1628,4095.3139646686222,2877.679432495123,"159.35415443203473,-61.791512448502964",4919702.023400009
1629,3926.1369404362595,2899.3976897128155,"158.99837938429891,-61.7644095153888",6013497.350581308
1630,3754.302191091,2921.4571161155477,"158.6376973022759,-61.73594232489025",7128726.057157173
1631,3585.093993000377,2943.179338402743,"158.28322576813082,-61.70698958954898",6232285.645465219
1632,3413.2215000237675,2965.243572692479,"157.92390720035442,-61.67664946310922",5238923.473128952
1633,3196.3633801441792,2993.082836852337,"157.47163712588403,-61.637034772886786",5416631.264977899
1634,3027.0779436130133,3014.814914299719,"157.11946298638424,-61.60508143848488",6127714.809465952
1635,2858.1056268113925,3039.1953661889047,"156.7691178418893,-61.569614506476576",5742584.4658297915
1636,2686.1112602288927,3061.275165467759,"156.4129889331073,-61.53532556253504",5638383.117064687
1637,2516.7270031701855,3083.0198731354344,"156.06311707388804,-61.500660027569396",5528864.521958759
1638,2347.3038046727393,3104.7695615920647,"155.71403421445495,-61.46510064851508",4689341.8687405065
1639,2175.1901673384414,3126.864616148535,"155.3603215198991,-61.42807415443674",4945220.452512902
1640,2005.6793206657485,3148.625519495362,"155.01288037713115,-61.390723395978604",4571324.192416899
1641,1788.7677040824938,3179.160031075604,"154.57021659139068,-61.338988117273296",5388796.121114723
1642,1619.142971748282,3200.935511991146,"154.22474017183026,-61.29963065758863",4295754.320079819
1643,1449.4635053106745,3222.7180010347242,"153.8801396668906,-61.25939801541432",5374549.217959277
1644,1279.7260772254367,3244.507912531126,"153.5364301109634,-61.21829383980212",4321186.841175488
1645,1110.2734748551711,3268.949804614833,"153.19499768586508,-61.17374804437974",6968013.73194862
1646,940.4111230535777,3290.7557157643723,"152.85314043399399,-61.130916054800494",4694195.925903095
1647,770.4816936449042,3312.57021959053,"152.51221835035363,-61.08722403939577",5039339.741576607
1648,600.4825346180569,3334.3936565313443,"152.17224642690232,-61.04267602188606",4740103.706913505
1649,8810.557246067081,2108.326923152613,"169.47245221332167,-62.330763159697575",3994115.1911747507
1650,8640.53705785525,2130.1539788194523,"169.10548046976874,-62.330144020733755",4680529.1272345
1651,8470.586641432112,2151.9720588228183,"168.73853489013212,-62.32855830532152",5395112.6268323455
